Index,Country,Month,HarvestYear
19268,Vietnam,January,2018
19269,India,January,2018
19270,Thailand,May,2018
19271,Vietnam,December,2018
19272,India,July,2018
19273,Thailand,June,2018
19274,Vietnam,January,2018
19275,India,January,2018
19276,Thailand,May,2018
19277,Vietnam,December,2018
19278,India,July,2018
19279,Thailand,June,2018
19280,Vietnam,January,2018
19281,India,January,2018
19282,Thailand,May,2018
19283,Vietnam,December,2018
19284,India,July,2018
19285,Thailand,June,2018
19286,Vietnam,January,2018
19287,India,January,2018
19288,Thailand,May,2018
19289,Vietnam,December,2018
19290,India,July,2018
19291,Thailand,June,2018
19292,Vietnam,January,2018
19293,India,January,2018
19294,Thailand,May,2018
19295,Vietnam,December,2018
19296,India,July,2018
19297,Thailand,June,2018
19298,Vietnam,January,2018
19299,Philippines,February,2018
19300,Phillippines,July,2018
19301,India,January,2018
19302,Thailand,May,2018
19303,Vietnam,December,2018
19304,India,July,2018
19305,Thailand,June,2018
19306,Vietnam,January,2018
19307,India,January,2018
19308,Thailand,May,2018
19309,Vietnam,December,2018
19310,India,July,2018
19311,Thailand,June,2018
19312,Vietnam,January,2018
19313,India,January,2018
19314,Thailand,May,2018
19315,Vietnam,December,2018
19316,India,July,2018
19317,Thailand,June,2018
19318,Vietnam,January,2018
19319,India,January,2018
19320,Thailand,May,2018
19321,Vietnam,December,2018
19322,India,July,2018
19323,Thailand,June,2018
19324,Vietnam,January,2018
19325,India,January,2018
19326,Thailand,May,2018
19327,Vietnam,December,2018
19328,India,July,2018
19329,Thailand,June,2018
19330,Vietnam,January,2018
19331,India,January,2018
19332,Thailand,May,2018
19333,Vietnam,December,2018
19334,India,July,2018
19335,Thailand,June,2018
19336,Vietnam,January,2018
19337,India,January,2018
19338,Thailand,May,2018
19339,Vietnam,December,2018
19340,India,July,2018
19341,Thailand,June,2018
19342,Vietnam,January,2018
19343,India,January,2018
19344,Thailand,May,2018
19345,Vietnam,December,2018
19346,India,July,2018
19347,Thailand,June,2018
19348,Vietnam,January,2018
19349,Philippines,February,2018
19350,Phillippines,July,2018
19351,India,January,2018
19352,Thailand,May,2018
19353,Vietnam,December,2018
19354,India,July,2018
19355,Thailand,June,2018
19356,Vietnam,January,2018
19357,India,January,2018
19358,Thailand,May,2018
19359,Vietnam,December,2018
19360,India,July,2018
19361,Thailand,June,2018
19362,Vietnam,January,2018
19363,India,January,2018
19364,Thailand,May,2018
19365,Vietnam,December,2018
19366,India,July,2018
19367,Thailand,June,2018
19368,Vietnam,January,2018
19369,India,January,2018
19370,Thailand,May,2018
19371,Vietnam,December,2018
19372,India,July,2018
19373,Thailand,June,2018
19374,Vietnam,January,2018
19375,India,January,2018
19376,Thailand,May,2018
19377,Vietnam,December,2018
19378,India,July,2018
19379,Thailand,June,2018
19380,Vietnam,January,2018
19381,India,January,2018
19382,Thailand,May,2018
19383,Vietnam,December,2018
19384,India,July,2018
19385,Thailand,June,2018
19386,Vietnam,January,2018
19387,India,January,2018
19388,Thailand,May,2018
19389,Vietnam,December,2018
19390,India,July,2018
19391,Thailand,June,2018
19392,Vietnam,January,2018
19393,India,January,2018
19394,Thailand,May,2018
19395,Vietnam,December,2018
19396,India,July,2018
19397,Thailand,June,2018
19398,Vietnam,January,2018
19399,Philippines,February,2018
19400,Phillippines,July,2018
19401,India,January,2018
19402,Thailand,May,2018
19403,Vietnam,December,2018
19404,India,July,2018
19405,Thailand,June,2018
19406,Vietnam,January,2018
19407,India,January,2018
19408,Thailand,May,2018
19409,Vietnam,December,2018
19410,India,July,2018
19411,Thailand,June,2018
19412,Vietnam,January,2018
19413,India,January,2018
19414,Thailand,May,2018
19415,Vietnam,December,2018
19416,India,July,2018
19417,Thailand,June,2018
19418,Vietnam,January,2018
19419,India,January,2018
19420,Thailand,May,2018
19421,Vietnam,December,2018
19422,India,July,2018
19423,Thailand,June,2018
19424,Vietnam,January,2018
19425,India,January,2018
19426,Thailand,May,2018
19427,Vietnam,December,2018
19428,India,July,2018
19429,Thailand,June,2018
19430,Vietnam,January,2018
19431,India,January,2018
19432,Thailand,May,2018
19433,Vietnam,December,2018
19434,India,July,2018
19435,Thailand,June,2018
19436,Vietnam,January,2018
19437,India,January,2018
19438,Thailand,May,2018
19439,Vietnam,December,2018
19440,India,July,2018
19441,Thailand,June,2018
19442,Vietnam,January,2018
19443,India,January,2018
19444,Thailand,May,2018
19445,Vietnam,December,2018
19446,India,July,2018
19447,Thailand,June,2018
19448,Vietnam,January,2018
19449,Philippines,February,2018
19450,Phillippines,July,2018
19451,India,January,2018
19452,Thailand,May,2018
19453,Vietnam,December,2018
19454,India,July,2018
19455,Thailand,June,2018
19456,Vietnam,January,2018
19457,India,January,2018
19458,Thailand,May,2018
19459,Vietnam,December,2018
19460,India,July,2018
19461,Thailand,June,2018
19462,Vietnam,January,2018
19463,India,January,2018
19464,Thailand,May,2018
19465,Vietnam,December,2018
19466,India,July,2018
19467,Thailand,June,2018
19468,Vietnam,January,2018
19469,India,January,2018
19470,Thailand,May,2018
19471,Vietnam,December,2018
19472,India,July,2018
19473,Thailand,June,2018
19474,Vietnam,January,2018
19475,India,January,2018
19476,Thailand,May,2018
19477,Vietnam,December,2018
19478,India,July,2018
19479,Thailand,June,2018
19480,Vietnam,January,2018
19481,India,January,2018
19482,Thailand,May,2018
19483,Vietnam,December,2018
19484,India,July,2018
19485,Thailand,June,2018
19486,Vietnam,January,2018
19487,India,January,2018
19488,Thailand,May,2018
19489,Vietnam,December,2018
19490,India,July,2018
19491,Thailand,June,2018
19492,Vietnam,January,2018
19493,India,January,2018
19494,Thailand,May,2018
19495,Vietnam,December,2018
19496,India,July,2018
19497,Thailand,June,2018
19498,Vietnam,January,2018
19499,Philippines,February,2018
19500,Phillippines,July,2018
19501,India,January,2018
19502,Thailand,May,2018
19503,Vietnam,December,2018
19504,India,July,2018
19505,Thailand,June,2018
19506,Vietnam,January,2018
19507,India,January,2018
19508,Thailand,May,2018
19509,Vietnam,December,2018
19510,India,July,2018
19511,Thailand,June,2018
19512,Vietnam,January,2018
19513,India,January,2018
19514,Thailand,May,2018
19515,Vietnam,December,2018
19516,India,July,2018
19517,Thailand,June,2018
19518,Vietnam,January,2018
19519,India,January,2018
19520,Thailand,May,2018
19521,Vietnam,December,2018
19522,India,July,2018
19523,Thailand,June,2018
19524,Vietnam,January,2018
19525,India,January,2018
19526,Thailand,May,2018
19527,Vietnam,December,2018
19528,India,July,2018
19529,Thailand,June,2018
19530,Vietnam,January,2018
19531,India,January,2018
19532,Thailand,May,2018
19533,Vietnam,December,2018
19534,India,July,2018
19535,Thailand,June,2018
19536,Vietnam,January,2018
19537,India,January,2018
19538,Thailand,May,2018
19539,Vietnam,December,2018
19540,India,July,2018
19541,Thailand,June,2018
19542,Vietnam,January,2018
19543,India,January,2018
19544,Thailand,May,2018
19545,Vietnam,December,2018
19546,India,July,2018
19547,Thailand,June,2018
19548,Vietnam,January,2018
19549,Philippines,February,2018
19550,Phillippines,July,2018
19551,India,January,2018
19552,Thailand,May,2018
19553,Vietnam,December,2018
19554,India,July,2018
19555,Thailand,June,2018
19556,Vietnam,January,2018
19557,India,January,2018
19558,Thailand,May,2018
19559,Vietnam,December,2018
19560,India,July,2018
19561,Thailand,June,2018
19562,Vietnam,January,2018
19563,India,January,2018
19564,Thailand,May,2018
19565,Vietnam,December,2018
19566,India,July,2018
19567,Thailand,June,2018
19568,Vietnam,January,2018
19569,India,January,2018
19570,Thailand,May,2018
19571,Vietnam,December,2018
19572,India,July,2018
19573,Thailand,June,2018
19574,Vietnam,January,2018
19575,India,January,2018
19576,Thailand,May,2018
19577,Vietnam,December,2018
19578,India,July,2018
19579,Thailand,June,2018
19580,Vietnam,January,2018
19581,India,January,2018
19582,Thailand,May,2018
19583,Vietnam,December,2018
19584,India,July,2018
19585,Thailand,June,2018
19586,Vietnam,January,2018
19587,India,January,2018
19588,Thailand,May,2018
19589,Vietnam,December,2018
19590,India,July,2018
19591,Thailand,June,2018
19592,Vietnam,January,2018
19593,India,January,2018
19594,Thailand,May,2018
19595,Vietnam,December,2018
19596,India,July,2018
19597,Thailand,June,2018
19598,Vietnam,January,2018
19599,Philippines,February,2018
19600,Phillippines,July,2018
19601,India,January,2018
19602,Thailand,May,2018
19603,Vietnam,December,2018
19604,India,July,2018
19605,Thailand,June,2018
19606,Vietnam,January,2018
19607,India,January,2018
19608,Thailand,May,2018
19609,Vietnam,December,2018
19610,India,July,2018
19611,Thailand,June,2018
19612,Vietnam,January,2018
19613,India,January,2018
19614,Thailand,May,2018
19615,Vietnam,December,2018
19616,India,July,2018
19617,Thailand,June,2018
19618,Vietnam,January,2018
19619,India,January,2018
19620,Thailand,May,2018
19621,Vietnam,December,2018
19622,India,July,2018
19623,Thailand,June,2018
19624,Vietnam,January,2018
19625,India,January,2018
19626,Thailand,May,2018
19627,Vietnam,December,2018
19628,India,July,2018
19629,Thailand,June,2018
19630,Vietnam,January,2018
19631,India,January,2018
19632,Thailand,May,2018
19633,Vietnam,December,2018
19634,India,July,2018
19635,Thailand,June,2018
19636,Vietnam,January,2018
19637,India,January,2018
19638,Thailand,May,2018
19639,Vietnam,December,2018
19640,India,July,2018
19641,Thailand,June,2018
19642,Vietnam,January,2018
19643,India,January,2018
19644,Thailand,May,2018
19645,Vietnam,December,2018
19646,India,July,2018
19647,Thailand,June,2018
19648,Vietnam,January,2018
19649,Philippines,February,2018
19650,Phillippines,July,2018
19651,India,January,2018
19652,Thailand,May,2018
19653,Vietnam,December,2018
19654,India,July,2018
19655,Thailand,June,2018
19656,Vietnam,January,2018
19657,India,January,2018
19658,Thailand,May,2018
19659,Vietnam,December,2018
19660,India,July,2018
19661,Thailand,June,2018
19662,Vietnam,January,2018
19663,India,January,2018
19664,Thailand,May,2018
19665,Vietnam,December,2018
19666,India,July,2018
19667,Thailand,June,2018
19668,Vietnam,January,2018
19669,India,January,2018
19670,Thailand,May,2018
19671,Vietnam,December,2018
19672,India,July,2018
19673,Thailand,June,2018
19674,Vietnam,January,2018
19675,India,January,2018
19676,Thailand,May,2018
19677,Vietnam,December,2018
19678,India,July,2018
19679,Thailand,June,2018
19680,Vietnam,January,2018
19681,India,January,2018
19682,Thailand,May,2018
19683,Vietnam,December,2018
19684,India,July,2018
19685,Thailand,June,2018
19686,Vietnam,January,2018
19687,India,January,2018
19688,Thailand,May,2018
19689,Vietnam,December,2018
19690,India,July,2018
19691,Thailand,June,2018
19692,Vietnam,January,2018
19693,India,January,2018
19694,Thailand,May,2018
19695,Vietnam,December,2018
19696,India,July,2018
19697,Thailand,June,2018
19698,Vietnam,January,2018
19699,Philippines,February,2018
19700,Phillippines,July,2018
19701,India,January,2018
19702,Thailand,May,2018
19703,Vietnam,December,2018
19704,India,July,2018
19705,Thailand,June,2018
19706,Vietnam,January,2018
19707,India,January,2018
19708,Thailand,May,2018
19709,Vietnam,December,2018
19710,India,July,2018
19711,Thailand,June,2018
19712,Vietnam,January,2018
19713,India,January,2018
19714,Thailand,May,2018
19715,Vietnam,December,2018
19716,India,July,2018
19717,Thailand,June,2018
19718,Vietnam,January,2018
19719,India,January,2018
19720,Thailand,May,2018
19721,Vietnam,December,2018
19722,India,July,2018
19723,Thailand,June,2018
19724,Vietnam,January,2018
19725,India,January,2018
19726,Thailand,May,2018
19727,Vietnam,December,2018
19728,India,July,2018
19729,Thailand,June,2018
19730,Vietnam,January,2018
19731,India,January,2018
19732,Thailand,May,2018
19733,Vietnam,December,2018
19734,India,July,2018
19735,Thailand,June,2018
19736,Vietnam,January,2018
19737,India,January,2018
19738,Thailand,May,2018
19739,Vietnam,December,2018
19740,India,July,2018
19741,Thailand,June,2018
19742,Vietnam,January,2018
19743,India,January,2018
19744,Thailand,May,2018
19745,Vietnam,December,2018
19746,India,July,2018
19747,Thailand,June,2018
19748,Vietnam,January,2018
19749,Philippines,February,2018
19750,Phillippines,July,2018
19751,India,January,2018
19752,Thailand,May,2018
19753,Vietnam,December,2018
19754,India,July,2018
19755,Thailand,June,2018
19756,Vietnam,January,2018
19757,India,January,2018
19758,Thailand,May,2018
19759,Vietnam,December,2018
19760,India,July,2018
19761,Thailand,June,2018
19762,Vietnam,January,2018
19763,India,January,2018
19764,Thailand,May,2018
19765,Vietnam,December,2018
19766,India,July,2018
19767,Thailand,June,2018
19768,Vietnam,January,2018
19769,India,January,2018
19770,Thailand,May,2018
19771,Vietnam,December,2018
19772,India,July,2018
19773,Thailand,June,2018
19774,Vietnam,January,2018
19775,India,January,2018
19776,Thailand,May,2018
19777,Vietnam,December,2018
19778,India,July,2018
19779,Thailand,June,2018
19780,Vietnam,January,2018
19781,India,January,2018
19782,Thailand,May,2018
19783,Vietnam,December,2018
19784,India,July,2018
19785,Thailand,June,2018
19786,Vietnam,January,2018
19787,India,January,2018
19788,Thailand,May,2018
19789,Vietnam,December,2018
19790,India,July,2018
19791,Thailand,June,2018
19792,Vietnam,January,2018
19793,India,January,2018
19794,Thailand,May,2018
19795,Vietnam,December,2018
19796,India,July,2018
19797,Thailand,June,2018
19798,Vietnam,January,2018
19799,Philippines,February,2018
19800,Phillippines,July,2018
19801,India,January,2018
19802,Thailand,May,2018
19803,Vietnam,December,2018
19804,India,July,2018
19805,Thailand,June,2018
19806,Vietnam,January,2018
19807,India,January,2018
19808,Thailand,May,2018
19809,Vietnam,December,2018
19810,India,July,2018
19811,Thailand,June,2018
19812,Vietnam,January,2018
19813,India,January,2018
19814,Thailand,May,2018
19815,Vietnam,December,2018
19816,India,July,2018
19817,Thailand,June,2018
19818,Vietnam,January,2018
19819,India,January,2018
19820,Thailand,May,2018
19821,Vietnam,December,2018
19822,India,July,2018
19823,Thailand,June,2018
19824,Vietnam,January,2018
19825,India,January,2018
19826,Thailand,May,2018
19827,Vietnam,December,2018
19828,India,July,2018
19829,Thailand,June,2018
19830,Vietnam,January,2018
19831,India,January,2018
19832,Thailand,May,2018
19833,Vietnam,December,2018
19834,India,July,2018
19835,Thailand,June,2018
19836,Vietnam,January,2018
19837,India,January,2018
19838,Thailand,May,2018
19839,Vietnam,December,2018
19840,India,July,2018
19841,Thailand,June,2018
19842,Vietnam,January,2018
19843,India,January,2018
19844,Thailand,May,2018
